IDX,GR,MAB,MORF,CAT
44016007008,βιθυνιαν,N104,Sust/Ac-Sn-Fn,Bitínia
44016008001,παρελθοντες,3379,Verbo/A2-Act-Par-N-Pl-Ms,havent passat al costat de
44016008007,τρωαδα,N536,Sust/Ac-Sn-Fn,Troas
44016009012,μακεδων,N352,Sust/N-Sn-Ms,macedoni
44016009018,διαβας,1073,Verbo/A2-Act-Par-N-Sn-Ms,havent posat (el peu) a través
44016009020,μακεδονιαν,N351,Sust/Ac-Sn-Fn,Macedònia
44016010007,εζητησαμεν,2002,Verbo/A-Act-Ind-1-Pl,busquem
44016010012,συμβιβαζοντες,4159,Verbo/Pre-Act-Par-N-Pl-Ms,fent anar juntament
44016010014,προσκεκληται,3763,Verbo/Per-MedPasDep-Ind-3-Sn,ha cridat/clamat/anomenat cap
44016011001,αναχθεντες,287,Verbo/A-Pas-Par-N-Pl-Ms,havent estat guiats/conduïts
44016011005,τρωαδος,N536,Sust/GA-Sn-Fn,(de) Troas
44016011006,ευθυδρομησαμεν,1915,Verbo/A-Act-Ind-1-Pl,(vam) correr rumb directe
44016011008,σαμοθρακην,N467,Sust/Ac-Sn-Fn,Samotràcia
44016011011,επιουση,1783,Verbo/Pre-Act-Par-LID-Sn-Fn,(en/amb/per/a) sent sobre (dia)
44016011013,νεαπολιν,N391,Sust/Ac-Sn-Fn,Neàpolis
44016012004,φιλιππους,N553,Sust/Ac-Sn-Ms,Filips
44016012007,πρωτη,3831,,primera
44016012009,μεριδος,2816,Sust/GA-Sn-Fn,(de) part
44016012011,μακεδονιας,N351,Sust/GA-Sn-Fn,(de) Macedònia
44016012013,κολωνεια,2541,Sust/N-Sn-Fn,colònia
44016012020,διατριβοντες,1153,Verbo/Pre-Act-Par-N-Pl-Ms,gastant
44016013006,εξηλθομεν,1650,Verbo/A2-Act-Ind-1-Pl,sortim
44016013011,ποταμον,3644,Sust/Ac-Sn-Ms,riu
44016013018,ελαλουμεν,2646,Verbo/I-Act-Ind-1-Pl,estàvem parlant
44016013020,συνελθουσαις,4241,Verbo/A2-Act-Par-LID-Pl-Fn,(en/amb/per/a) havent reunit
44016014005,λυδια,N333,Sust/N-Sn-Fn,Lidia
44016014006,πορφυροπωλις,3639,Sust/N-Sn-Fn,venedora de porpra
44016014008,θυατειρων,N217,Sust/GA-Pl-Nt,(de) Tiatira
44016014009,σεβομενη,3941,Verbo/Pre-MedPasDep-Par-N-Sn-Fn,reverenciant (rendint culte segons)
44016015003,εβαπτισθη,816,Verbo/A-Pas-Ind-3-Sn,va ser submergida
44016015008,παρεκαλεσεν,3320,Verbo/A-Act-Ind-3-Sn,va instar
44016015011,κεκρικατε,2591,Verbo/Per-Act-Ind-2-Pl,heu jutjat
44016015013,πιστην,3542,Adj/Ac-Sn-Fn,fidel/digna de fe/(confiança)
44016015024,παρεβιασατο,3300,Verbo/A-MedDep-Ind-3-Sn,va pressionar obligant
44016016006,προσευχην,3757,Sust/Ac-Sn-Fn,pregària/oració
44016016007,παιδισκην,3268,Sust/Ac-Sn-Fn,serventa/esclava
44016016011,πυθωνος,3854,Sust/GA-Sn-Ms,(de) pitó (d'endevinació)
44016016015,εργασιαν,1854,Sust/Ac-Sn-Fn,guany
44016016017,παρειχεν,3381,Verbo/I-Act-Ind-3-Sn,causava
44016016021,μαντευομενη,2759,Verbo/Pre-MedPasDep-Par-N-Sn-Fn,estant en furiós èxtasi/estupor (endevinant)
44016017002,κατακολουθησασα,2322,Verbo/A-Act-Par-N-Sn-Fn,seguint/havent seguit darrere de
44016017016,υψιστου,4601,,Altíssim
44016017019,καταγγελλουσιν,2295,Verbo/Pre-Act-Ind-3-Pl,prediquen
44016018007,διαπονηθεις,1128,Verbo/A-MedDep-Par-N-Sn-Ms,havent cansat 
44016018012,επιστρεψας,1812,Verbo/A-Act-Par-N-Sn-Ms,havent-se tornat
44016018016,παραγγελλω,3304,Verbo/Pre-Act-Ind-1-Sn,ordeno
44016019009,ελπις,1507,Sust/N-Sn-Fn,esperança
44016019011,εργασιας,1854,Sust/GA-Sn-Fn,(d’) ocupació
44016019019,ειλκυσαν,1504,Verbo/A-Act-Ind-3-Pl,van arrossegar
44016019022,αγοραν,49,Sust/Ac-Sn-Fn,plaça de mercat
44016020002,προσαγαγοντες,3740,Verbo/A2-Act-Par-N-Pl-Ms,havent guiat/conduït
44016020005,στρατηγοις,4093,Sust/LID-Pl-Ms,(en/amb/per a/a) magistrats civils
44016020010,εκταρασσουσιν,1454,Verbo/Pre-Act-Ind-3-Pl,agiten
44016021008,παραδεχεσθαι,3309,Verbo/Pre-MedPasDep-Inf,rebre/estar rebent amb bona disposició 
44016021011,ρωμαιοις,N451,Adj/LID-Pl-Ms,(en/amb/per a/a) romans
44016021012,ουσιν,1349,Verbo/Pre-Act-Par-LID-Pl-Ms,(en/amb/per a/a) és/sent
44016022002,συνεπεστη,4247,Verbo/A2-Act-Ind-3-Sn,es va posar dret sobre juntament
44016022009,στρατηγοι,4093,Sust/N-Pl-Ms,magistrats civils
44016022010,περιρρηξαντες,3491,Verbo/A-Act-Par-N-Pl-Ms,havent trencat
44016022014,εκελευον,2443,Verbo/I-Act-Ind-3-Pl,manaven
44016022015,ραβδιζειν,3878,Verbo/Pre-Act-Inf,assotar/estar assotant amb vares
44016023009,παραγγειλαντες,3304,Verbo/A-Act-Par-N-Pl-Ms,havent donat mandat/instrucció
44016023011,δεσμοφυλακι,1053,Sust/LID-Sn-Ms,(en/amb/per a/a) carceller
44016023013,τηρειν,4401,Verbo/Pre-Act-Inf,guardar
44016024002,παραγγελιαν,3303,Sust/Ac-Sn-Fn,ordre/mandat/instrucció
44016024009,εσωτεραν,1885,Adj/Ac-Sn-Fn-Comp,més endins
44016024015,ησφαλισατο,723,Verbo/A-MedDep-Ind-3-Sn,van fer segur
44016024018,ξυλον,3042,Sust/Ac-Sn-Nt,fusta
44016025004,μεσονυκτιον,2823,Sust/Ac-Sn-Nt,mitja nit
44016025009,υμνουν,4505,Verbo/I-Act-Ind-3-Pl,lloaven/estaven lloant amb himnes
44016025012,επηκροωντο,1693,Verbo/I-MedPasDep-Ind-3-Pl,sentien
44016025016,δεσμιοι,1051,Sust/N-Pl-Ms,lligats/(presoners)
44016026007,σαλευθηναι,N460,Verbo/A-Pas-Inf,ser sacsejat/commogut
44016026009,θεμελια,2081,Sust/Ac-Pl-Nt,fonaments
44016026011,δεσμωτηριου,1054,Sust/GA-Sn-Nt,(de) presó/calabós
44016026016,θυραι,2139,Sust/N-Pl-Fn,portes
44016026021,δεσμα,1052,Sust/N-Pl-Nt,cadenes
44016026022,ανεθη,410,Verbo/A-Pas-Ind-3-Sn,va ser deslligat
44016027001,εξυπνος,1672,Adj/N-Sn-Ms,cap a fora de son
44016027005,δεσμοφυλαξ,1053,Sust/N-Sn-Ms,carceller
44016027008,ανεωγμενας,415,Verbo/Per-Pas-Par-Ac-Pl-Fn,han estat obertes
44016027017,αναιρειν,303,Verbo/Pre-Act-Inf,estar prenent cap amunt
44016027018,νομιζων,3003,Verbo/Pre-Act-Par-N-Sn-Ms,pensant
44016027019,εκπεφευγεναι,1468,Verbo/P2-Act-Inf,haver escapat/fugit
44016027021,δεσμιους,1051,Sust/Ac-Pl-Ms,lligats/(presoner)
44016028001,εφωνησεν,4721,Verbo/A-Act-Ind-3-Sn,va emetre so/exclamar
44016028009,πραξης,3663,Verbo/A-Act-Sub-2-Sn,facis
44016029003,φωτα,4723,Sust/Ac-Pl-Nt,llums
44016029004,εισεπηδησεν,1366,Verbo/A-Act-Ind-3-Sn,es va llençar a interior
44016029013,σιλα,3965,Sust/LID-Sn-Ms,(en/amb/per a/a) Siles
44016030002,προαγαγων,3678,Verbo/A2-Act-Par-N-Sn-Ms,havent guiat/conduït
44016030006,κυριοι,2630,Sust/V-Pl-Ms,senyors
44016030012,σωθω,4311,Verbo/A-Pas-Sub-1-Sn,sigui salvat/lliurat?
44016033010,ελουσεν,2718,Verbo/A-Act-Ind-3-Sn,va rentar
44016033021,παραχρημα,3365,Adv,de seguida/(immediatament)
44016034008,παρεθηκεν,3357,Verbo/A-Act-Ind-3-Sn,va col·locar
44016034009,τραπεζαν,4434,Sust/Ac-Sn-Fn,taula
44016034011,ηγαλλιατο,12,Verbo/I-MedPasDep-Ind-3-Sn,s'alegrava/estava sent molt alegre
44016034012,πανοικι,3283,Adv,amb tota la casa
44016034013,πεπιστευκως,3539,Verbo/Per-Act-Par-N-Sn-Ms,havent cregut/(confiat)
44016035008,ραβδουχους,3880,Sust/Ac-Pl-Ms,funcionaris de les vares
44016036012,απεσταλκασιν,593,Verbo/Per-Act-Ind-3-Pl,han enviat (amb apòstols/emissaris)
44016036016,απολυθητε,576,Verbo/A-Pas-Sub-2-Pl,sigueu despatxats
44016037009,δημοσια,1069,Adv,públicament
44016037010,ακατακριτους,152,Adj/Ac-Pl-Ms,no condemnats en procés o decisió judicial
44016037012,ρωμαιους,N451,Adj/Ac-Pl-Ms,romans
44016037013,υπαρχοντας,4514,Verbo/Pre-Act-Par-Ac-Pl-Ms,és/sent
44016037027,εξαγαγετωσαν,1626,Verbo/A2-Act-Imp-3-Pl,guiïn/condueixin cap a fora
44016038006,ραβδουχοι,3880,Sust/N-Pl-Ms,funcionaris de les vares
44016039006,εξαγαγοντες,1626,Verbo/A2-Act-Par-N-Pl-Ms,havent guiat/conduït cap a fora
44016040009,λυδιαν,N333,Sust/Ac-Sn-Fn,Lidia
44016040014,παρεκαλεσαν,3320,Verbo/A-Act-Ind-3-Pl,van animar
44017001001,διοδευσαντες,1203,Verbo/A-Act-Par-N-Pl-Ms,havent fet camí a través
44017001004,αμφιπολιν,N34,Sust/Ac-Sn-Fn,Amfípolis
44017001006,απολλωνιαν,N47,Sust/Ac-Sn-Fn,Apol·lònia
44017001009,θεσσαλονικην,N215,Sust/Ac-Sn-Fn,Tessalònica
44017001013,συναγωγη,4201,Sust/N-Sn-Fn,sinagoga
44017002004,ειωθος,1331,Verbo/P2-Act-Par-Ac-Sn-Nt,va acostumar
44017002012,σαββατα,3915,Sust/Ac-Pl-Nt,dissabtes/dies de repòs o festius
44017002014,διελεξατο,1106,Verbo/A-MedDep-Ind-3-Sn,va raonar
44017002018,γραφων,987,Sust/GA-Pl-Fn,(d’) escrits/(les Escriptures)
44017003001,διανοιγων,1122,Verbo/Pre-Act-Par-N-Sn-Ms,obrint 
44017003003,παρατιθεμενος,3357,Verbo/Pre-Med-Par-N-Sn-Ms,col·locant al costat 
44017003022,καταγγελλω,2295,Verbo/Pre-Act-Ind-1-Sn,predico
44017004007,προσεκληρωθησαν,3767,Verbo/A-Pas-Ind-3-Pl,van anar cap a sort (assignats)
44017004015,σεβομενων,3941,Verbo/Pre-MedPas-Par-GA-Pl-Ms,(de) pietosos
44017004022,πρωτων,3831,,principals/(destacades)
44017004024,ολιγαι,3099,Adj/N-Pl-Fn,poques/breus/petites
44017005001,προσλαβομενοι,3778,Verbo/A2-Med-Par-N-Pl-Ms,prenent/havent pres cap a si
44017005008,αγοραιων,51,Adj/GA-Pl-Ms,(de)  freqüentadors de plaça de mercat/(carrers comercials)
44017005013,οχλοποιησαντες,3245,Verbo/A-Act-Par-N-Pl-Ms,fent/havent fet torba/xusma
44017005014,εθορυβουν,2117,Verbo/I-Act-Ind-3-Pl,esvalotaven
44017005021,ιασονος,N226,Sust/GA-Sn-Ms,(de) Jàson
44017005027,δημον,1068,Sust/Ac-Sn-Ms,poble
44017006007,ιασονα,N226,Sust/Ac-Sn-Ms,Jàson
44017006013,πολιταρχας,3609,Sust/Ac-Pl-Ms,caps o governants de ciutat (polítics)
44017006014,βοωντες,878,Verbo/Pre-Act-Par-N-Pl-Ms,clamant
44017006019,αναστατωσαντες,352,Verbo/A-Act-Par-N-Pl-Ms,havent trastornat
44017006023,παρεισιν,3368,Verbo/Pre-Act-Ind-3-Pl,estan presents
44017007002,υποδεδεκται,4555,Verbo/Per-MedPasDep-Ind-3-Sn,ha rebut amb bona disposició/(favorablement) sota (sostre)
44017007003,ιασων,N226,Sust/N-Sn-Ms,Jàson
44017007009,δογματων,1227,Sust/GA-Pl-Nt,(de) dogmes/decrets
44017007011,πρασσουσιν,3663,Verbo/Pre-Act-Ind-3-Pl,fan/estan fent/(realitzant)
44017008001,εταραξαν,4341,Verbo/A-Act-Ind-3-Pl,van agitar de pertorbació
44017009004,ικανον,2169,Adj/Ac-Sn-Nt,suficient (fiança)
44017010008,εξεπεμψαν,1438,Verbo/A-Act-Ind-3-Pl,van enviar cap a fora
44017010016,βεροιαν,N97,Sust/Ac-Sn-Fn,Berea
44017010022,απηεσαν,501,Verbo/I-Act-Ind-3-Pl,venien/estaven venint des de
44017011004,ευγενεστεροι,1906,Adj/N-Pl-Ms-Comp,de millor raça
44017011007,θεσσαλονικη,N215,Sust/LID-Sn-Fn,(en/amb/per a/a) Tessalònica
44017011014,προθυμιας,3709,Sust/GA-Sn-Fn,(de) col·locació cap a (endavant de si)
44017011018,ανακρινοντες,315,Verbo/Pre-Act-Par-N-Pl-Ms,escodrinyant
44017011022,εχοι,1989,Verbo/Pre-Act-Opt-3-Sn,podria tenir
44017012009,ελληνιδων,N163,Sust/GA-Pl-Fn,(de) gregues (hel·lenes)
44017012012,ευσχημονων,1959,Adj/GA-Pl-Ms,(de) distingides
44017013007,θεσσαλονικης,N215,Sust/GA-Sn-Fn,(de) Tessalònica
44017013013,βεροια,N97,Sust/LID-Sn-Fn,(en/amb/per a/a) Berea
44017013014,κατηγγελη,2295,Verbo/A2-Pas-Ind-3-Sn,havent estat proclamada
44017013024,σαλευοντες,N460,Verbo/Pre-Act-Par-N-Pl-Ms,sacsejant/fent tremolar
44017014014,υπεμενον,4570,Verbo/I-Act-Ind-3-Pl,romanien/estaven romanent
44017015003,καθιστωντες,2228,Verbo/Pre-Act-Par-N-Pl-Ms,dirigint
44017015009,αθηνων,N19,Sust/GA-Pl-Fn,(d') Atenes
44017015017,τιμοθεον,N527,Sust/Ac-Sn-Ms,Timoteu
44017015020,ταχιστα,4349,Adv/Ac-Sup,més ràpidament
44017015024,εξηεσαν,1646,Verbo/I-Act-Ind-3-Pl,sortien
44017016004,αθηναις,N19,Sust/LID-Pl-Fn,(en/amb/per a/a) Atenes
44017016005,εκδεχομενου,1389,Verbo/Pre-MedPasDep-Par-GA-Sn-Ms,esperant
44017016009,παρωξυνετο,3396,Verbo/I-Pas-Ind-3-Sn,estava sent irritat
44017016015,θεωρουντι,2100,Verbo/Pre-Act-Par-LID-Sn-Ms,(en/amb/per/a) contemplant
44017016016,κατειδωλον,2402,Adj/Ac-Sn-Fn,plena d'ídols
44017017001,διελεγετο,1106,Verbo/I-MedPasDep-Ind-3-Sn,raonava
44017017011,σεβομενοις,3941,Verbo/Pre-MedPas-Par-LID-Pl-Ms,(en/amb/per a/a) piadós
44017017015,αγορα,49,Sust/LID-Sn-Fn,(en/amb/per a/a) plaça de mercat
44017017021,παρατυγχανοντας,3358,Verbo/Pre-Act-Par-Ac-Pl-Ms,concorrent casualment
44017018005,επικουρειων,N176,Sust/GA-Pl-Ms,(d') epicuris
44017018008,στοικων,N505,Adj/GA-Pl-Ms,(d’) estoics
44017018009,φιλοσοφων,4662,Sust/GA-Pl-Ms,(de) filòsofs
44017018010,συνεβαλλον,4157,Verbo/I-Act-Ind-3-Pl,altercaven
44017018019,σπερμολογος,4034,Adj/N-Sn-Ms,recollidor de llavors (de coneixement)
44017018021,λεγειν,2663,Verbo/Pre-Act-Inf,dir/estar dient?
44017018024,ξενων,3037,Adj/GA-Pl-Nt,(d’) estrangeres
44017018025,δαιμονιων,1001,Sust/GA-Pl-Nt,(de) deïtats
44017018027,καταγγελευς,2294,Sust/N-Sn-Ms,herald/proclamador
44017019001,επιλαβομενοι,1765,Verbo/A2-MedDep-Par-N-Pl-Ms,havent pres sobre
44017019006,αρειον,N54,Sust/Ac-Sn-Ms,Àreu
44017019007,παγον,N54,Sust/Ac-Sn-Ms,pagament
44017019019,λαλουμενη,2646,Verbo/Pre-Pas-Par-NSF,sent parlada
44017019020,διδαχη,1172,Sust/N-Sn-Fn,ensenyament?
44017020001,ξενιζοντα,3035,Verbo/Pre-Act-Par-Ac-Pl-Nt,sent estranyes (coses)
44017020003,τινα,4413,Pro-Ind/Ac-Pl-Nt,algunes
44017020004,εισφερεις,1369,Verbo/Pre-Act-Ind-2-Sn,estàs ficant/introduint
44017020009,βουλομεθα,895,Verbo/Pre-MedPasDep-Ind-1-Pl,volem
44017021001,αθηναιοι,N20,Adj/N-Pl-Ms,atenesos
44017021006,επιδημουντες,1743,Verbo/Pre-Act-Par-N-Pl-Ms,habitants temporals
44017021007,ξενοι,3037,Adj/N-Pl-Ms,forasters/estrangers/estranys
44017021010,ετερον,1890,Adj/Ac-Sn-Nt,un altre diferent
44017021017,καινοτερον,2237,Adj/Ac-Sn-Nt-Comp,nou
44017022008,αρειου,N54,Sust/GA-Sn-Ms,(d’) Àreu
44017022009,παγου,N54,Sust/GA-Sn-Ms,(de) pagament
44017022012,αθηναιοι,N20,Adj/V-Pl-Ms,atenesos
44017022016,δεισιδαιμονεστερους,1030,Adj/Ac-Pl-Ms-Comp,més supersticiosos reverents a idols (pagans)
44017023004,αναθεωρων,299,Verbo/Pre-Act-Par-N-Sn-Ms,contemplant
44017023006,σεβασματα,3939,Sust/Ac-Pl-Nt,objectes de culte i veneració
44017023010,βωμον,922,Sust/Ac-Sn-Ms,altar
44017023013,επεγεγραπτο,1740,Verbo/PP-Pas-Ind-3-Sn,havia estat escrit
44017023014,αγνωστω,48,Adj/LID-Sn-Ms,(en/amb/per a/a) desconegut
44017023018,αγνοουντες,41,Verbo/Pre-Act-Par-N-Pl-Ms,sent desconeixedors
44017023019,ευσεβειτε,1952,Verbo/Pre-Act-Ind-2-Pl,estan reverenciant
44017023022,καταγγελλω,2295,Verbo/Pre-Act-Ind-1-Sn,proclamo
44017025005,θεραπευεται,2092,Verbo/Pre-Pas-Ind-3-Sn,és/està sent atès
44017025006,προσδεομενος,3750,Verbo/Pre-MedPasDep-Par-N-Sn-Ms,havent necessitat cap
44017025013,πνοην,3593,Sust/Ac-Sn-Fn,alè
44017026004,ενος,1358,Adj/GA-Sn-Nt,(d’) un
44017026009,κατοικειν,2421,Verbo/Pre-Act-Inf,habitar/estar habitant/residint
44017026016,ορισας,3178,Verbo/A-Act-Par-N-Sn-Ms,havent determinat/destinat/(declarat)
44017026017,προστεταγμενους,3790,Verbo/Per-Pas-Par-Ac-Pl-Ms,han estat fixats cap a
44017026021,οροθεσιας,3188,Sust/Ac-Pl-Fn,límits (territorials)
44017026023,κατοικιας,2424,Sust/GA-Sn-Fn,(d’) habitació
44017027007,ψηλαφησειαν,4838,Verbo/A-Act-Opt-3-Pl,palpen
44017027010,ευροιεν,1949,Verbo/A2-Act-Opt-3-Pl,trobeu
44017027017,εκαστου,1374,Adj/GA-Sn-Ms,(de) cada/cada un
44017027019,υπαρχοντα,4514,Verbo/Pre-Act-Par-Ac-Sn-Ms,existint/sent/estant
44017028004,ζωμεν,1991,Verbo/Pre-Act-Ind-1-Pl,vivim/estem vivint
44017028006,κινουμεθα,2482,Verbo/Pre-Pas-Ind-1-Pl,som/estem sent moguts
44017028015,ποιητων,3599,Sust/GA-Pl-Ms,(de) poetes
44017028016,ειρηκασιν,2663,Verbo/Per-Act-Ind-3-Pl-Actico,han dit
44017029008,νομιζειν,3003,Verbo/Pre-Act-Inf,suposar
44017029011,αργυρω,634,Sust/LID-Sn-Ms,(en/amb/per a/a) plata
44017029014,χαραγματι,4743,Sust/LID-Sn-Nt,(en/amb/per/a) (escultura) cisellada/(picada)
44017029015,τεχνης,4396,Sust/GA-Sn-Fn,(d’) art
44017029017,ενθυμησεως,1585,Sust/GA-Sn-Fn,(de) invenció/(imaginació)
44017029020,θειον,2075,Adj/Ac-Sn-Nt,diví
44017029022,ομοιον,3122,Adj/Ac-Sn-Nt,semblant/igual
44017030006,αγνοιας,43,Sust/GA-Sn-Fn,(d') ignorància/(desconeixement)
44017030007,υπεριδων,4517+3064,Verbo/A-Act-Par-N-Sn-Ms,havent mirat passat per alt
44017030012,παραγγελλει,3304,Verbo/Pre-Act-Ind-3-Sn,està donant ordre
44017030017,μετανοειν,2844,Verbo/Pre-Act-Inf,penedir-se'n
44017031015,ωρισεν,3178,Verbo/A-Act-Ind-3-Sn,ha determinat/destinat
44017031017,παρασχων,3381,Verbo/A2-Act-Par-N-Sn-Ms,havent causat
44017032007,εχλευαζον,4773,Verbo/I-Act-Ind-3-Pl,burlaven
44017032011,ακουσομεθα,163,Verbo/F-MedDep-Ind-1-Pl,sentirem
44017034004,κολληθεντες,2534,Verbo/A-Pas-Par-N-Pl-Ms,havent estat units/junts
44017034010,διονυσιος,N143,Sust/N-Sn-Ms,Dionís
44017034012,αρεοπαγιτης,N55,Sust/N-Sn-Ms,areopagueta
44017034016,δαμαρις,N132,Sust/N-Sn-Fn,Dàmaris
44018001004,χωρισθεις,4817,Verbo/A-Pas-Par-N-Sn-Ms,havent estat apartat
44018001012,κορινθον,N305,Sust/Ac-Sn-Fn,Corint
44018002006,ακυλαν,N27,Sust/Ac-Sn-Ms,Àquila
44018002007,ποντικον,N425,Adj/Ac-Sn-Ms,pontià
44018002010,προσφατως,3796,Adv,recentment
44018002011,εληλυθοτα,1874,Verbo/P2-Act-Par-Ac-Sn-Ms,venint/havent vingut
44018002014,ιταλιας,N258,Sust/GA-Sn-Fn,(d’) Itàlia
44018002016,πρισκιλλαν,N432,Sust/Ac-Sn-Fn,Priscil·la
44018002021,τεταχεναι,4344,Verbo/Per-Act-Inf,haver ordenat
44018002022,κλαυδιον,N297,Sust/Ac-Sn-Ms,Claudi
44018002023,χωριζεσθαι,4817,Verbo/Pre-Pas-Inf,ser posat a part
44018002029,ρωμης,N452,Sust/GA-Sn-Fn,(de) Roma
44018003004,ομοτεχνον,3131,Adj/Ac-Sn-Ms,mateix ofici
44018003010,ειργαζετο,1853,Verbo/I-MedPasDep-Ind-3-Sn,treballava/estava treballant
44018003013,σκηνοποιοι,3986,Sust/N-Pl-Ms,fabricants de tendes
44018003015,τεχνην,4396,Sust/Ac-Sn-Fn,ofici
44018004009,επειθεν,3426,Verbo/I-Act-Ind-3-Sn,persuadia/estava persuadint/(convencent)
44018004013,ελληνας,N161,Sust/Ac-Pl-Ms,grecs (hel·lens)
44018005013,συνειχετο,4248,Verbo/I-Pas-Ind-3-Sn,estava sent tingut juntament
44018005018,διαμαρτυρομενος,1113,Verbo/Pre-MedPasDep-Par-N-Sn-Ms,donant testimoni precís 
44018006001,αντιτασσομενων,453,Verbo/Pre-Med-Par-GA-Pl-Ms,col·locant en ordre en posició oposada
44018006005,βλασφημουντων,872,Verbo/Pre-Act-Par-GA-Pl-Ms,blasfemant/injuriant
44018006006,εκτιναξαμενος,1461,Verbo/A-Med-Par-N-Sn-Ms,havent-se sacsejat 
44018007009,ιουστου,N252,Sust/GA-Sn-Ms,(de) Just
44018007010,σεβομενου,3941,Verbo/Pre-MedPasDep-Par-GA-Sn-Ms,(de) piadós
44018007017,συνομορουσα,4264,Verbo/Pre-Act-Par-N-Sn-Fn,tenint junt
44018008001,κρισπος,N311,Sust/N-Sn-Ms,Crisp
44018008009,ολω,3109,Adj/LID-Sn-Ms,(en/amb/per a/a) sencera/tota/completa
44018008016,κορινθιων,N304,Adj/GA-Pl-Ms,(de) corintis
44018009014,λαλει,2646,Verbo/Pre-Act-Imp-2-Sn,parla/estàs parlant
44018009017,σιωπησης,N494,Verbo/A-Act-Sub-2-Sn,siguis callat/silenciós
44018010008,επιθησεται,1824,Verbo/F-Med-Ind-3-Sn,es posarà sobre
44018012001,γαλλιωνος,N121,Sust/GA-Sn-Ms,(de) Gal·lió
44018012003,ανθυπατευοντος,409,Verbo/Pre-Act-Par-GA-Sn-Ms,(d’) exercint el proconsulat
44018012005,αχαιας,N77,Sust/GA-Sn-Fn,(d’) Acaia
44018012006,κατεπεστησαν,2411,Verbo/A2-Act-Ind-3-Pl,es van aixecar en contra/van posar de peu cap avall
44018012017,βημα,855,Sust/Ac-Sn-Nt,tribunal/seient de judici
44018013007,αναπειθει,338,Verbo/Pre-Act-Ind-3-Sn,està persuadint/(convencent) 
44018013010,σεβεσθαι,3941,Verbo/Pre-MedPasDep-Inf,estar reverenciant 
44018014001,μελλοντος,2803,Verbo/Pre-Act-Par-GA-Sn-Ms, estant per / a punt de
44018014005,ανοιγειν,415,Verbo/Pre-Act-Inf,obrir/estar obrint
44018014010,γαλλιων,N121,Sust/N-Sn-Ms,Gal·lió
44018014018,αδικημα,79,Sust/N-Sn-Nt,cosa no justa
44018014021,ραδιουργημα,N437,Sust/N-Sn-Nt,acte temerari imprudent
44018014022,πονηρον,3626,Adj/N-Sn-Nt,pervers/maligne/dolent
44018014028,ηνεσχομην,394,Verbo/A2-MedDep-Ind-1-Sn,vaig estar tolerant/ suportant
44018015003,ζητημα,2003,Sust/N-Sn-Nt,disputa
44018015021,βουλομαι,895,Verbo/Pre-MedPasDep-Ind-1-Sn,vull
44018016002,απηλασεν,509,Verbo/A-Act-Ind-3-Sn,va expel·lir
44018017006,σωσθενην,N516,Sust/Ac-Sn-Ms,Sòstenes
44018017008,αρχισυναγωγον,678,Sust/Ac-Sn-Ms,arxisinagog
44018017017,γαλλιωνι,N121,Sust/LID-Sn-Ms,(en/amb/per a/a) Gal·lió
44018017018,εμελλεν,2803,Verbo/I-Act-Ind-3-Sn,estava per (intervenir)
44018018005,προσμεινας,3780,Verbo/A-Act-Par-N-Sn-Ms,havent romàs
44018018011,εξεπλει,1443,Verbo/I-Act-Ind-3-Sn,estava navegant cap a fora
44018018018,πρισκιλλα,N432,Sust/N-Sn-Fn,Priscil·la
44018018020,ακυλας,N27,Sust/N-Sn-Ms,Àquila
44018018021,κειραμενος,2441,Verbo/A-Med-Par-N-Sn-Ms,havent tallat el cabell
44018018025,κεγχρεαις,N291,Sust/LID-Pl-Fn,(en/amb/per a/a) Cèncrees
44018018028,ευχην,1970,Sust/Ac-Sn-Fn,vot
44018019004,εφεσον,N191,Sust/Ac-Sn-Fn,Efes
44018019007,κατελιπεν,2335,Verbo/A2-Act-Ind-3-Sn,va deixar enrere
44018019015,διελεχθη,1106,Verbo/A-PasDep-Ind-3-Sn,va raonar
44018020001,ερωτωντων,1875,Verbo/Pre-Act-Par-GA-Pl-Ms,(de) demanant
44018020011,επενευσεν,1779,Verbo/A-Act-Ind-3-Sn,va assentir amb cap sobre
44018021002,απεταξατο,601,Verbo/A-MedDep-Ind-3-Sn,va dir adéu
44018021011,ερχομενην,1874,Verbo/Pre-MedPasDep-Par-Ac-Sn-Fn,venint
44018021017,ανακαμψω,310,Verbo/F-Act-Ind-1-Sn,tornaré
44018021022,θελοντος,2080,Verbo/Pre-Act-Par-GA-Sn-Ms,(de) volent/ preferint
44018021026,εφεσου,N191,Sust/GA-Sn-Fn,(d') Efes
44018022007,ασπασαμενος,702,Verbo/A-MedDep-Par-N-Sn-Ms,havent saludat
44018022010,κατεβη,2287,Verbo/A2-Act-Ind-3-Sn,va baixar
44018023004,τινα,4413,Pro-Ind/Ac-Sn-Ms,algun
44018024004,απολλως,N48,Sust/N-Sn-Ms,Apol·lo
44018024006,αλεξανδρευς,N28,Sust/N-Sn-Ms,alexandrí
44018024010,λογιος,2705,Adj/N-Sn-Ms,eloqüent
44018024011,κατηντησεν,2349,Verbo/A-Act-Ind-3-Sn,va arribar/atrapar
44018025003,κατηχημενος,2418,Verbo/Per-Pas-Par-N-Sn-Ms,havent estat catequitzat/ensenyat oralment
44018025009,ζεων,1995,Verbo/Pre-Act-Par-N-Sn-Ms,bullint
